Power Constraint (kW),Specified Cell Count,Flight Level (100x ft),current_A (Value),cathode_rh_in_perc (Value),stoich_cathode (Value),pressure_cathode_in_bara (Value),temp_coolant_inlet_degC (Value),temp_coolant_outlet_degC (Value),current_A (Lower Bound),cathode_rh_in_perc (Lower Bound),stoich_cathode (Lower Bound),pressure_cathode_in_bara (Lower Bound),temp_coolant_inlet_degC (Lower Bound),temp_coolant_outlet_degC (Lower Bound),current_A (Upper Bound),cathode_rh_in_perc (Upper Bound),stoich_cathode (Upper Bound),pressure_cathode_in_bara (Upper Bound),temp_coolant_inlet_degC (Upper Bound),temp_coolant_outlet_degC (Upper Bound),Hydrogen Consumption (g/s),Cell Voltage (V),System Power (kW),Compressor Power (kW),Stack Power (kW)
95.0,450,40,313.3068,100.0,1.4,1.1,60.0,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,1.4729,0.6866,94.91,1.89,96.8
95.0,450,60,318.1462,100.0,1.4,1.1,60.0,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,1.4957,0.6807,94.91,2.54,97.45
95.0,450,80,317.5587,100.0,1.4,1.1,60.0,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,1.4929,0.6862,94.91,3.15,98.07
95.0,450,100,322.2086,100.0,1.4,1.1,60.0,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,1.5148,0.681,94.91,3.84,98.75
95.0,450,120,323.7477,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,1.522,0.6823,94.91,4.5,99.41
25.0,450,60,76.8713,100.0,1.4,1.1,60.0,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,0.3614,0.7383,24.93,0.61,25.54
95.0,500,0,274.8605,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,1.4358,0.6955,94.92,0.67,95.58
95.0,500,20,278.7853,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,1.4563,0.69,94.91,1.27,96.18
95.0,500,40,279.6045,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,1.4605,0.6923,94.91,1.87,96.79
95.0,500,60,282.7116,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,1.4768,0.6892,94.91,2.51,97.42
95.0,500,80,284.2529,100.0,1.4,1.1,60.0001,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,1.4848,0.6899,94.91,3.14,98.05
95.0,500,100,285.3099,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,1.4903,0.6918,94.91,3.77,98.69
95.0,500,120,287.2318,100.0,1.4,1.1,60.0,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,1.5004,0.6918,94.91,4.44,99.35
100.0,400,0,377.8492,100.0,1.4,1.1,60.0,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,1.579,0.6659,99.91,0.73,100.64
100.0,400,20,381.4622,100.0,1.4,1.1,60.0,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,1.5941,0.6639,99.9,1.39,101.29
100.0,400,40,383.3008,100.0,1.4,1.1,60.0001,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,1.6018,0.665,99.91,2.05,101.96
25.0,450,80,77.4433,100.0,1.4,1.1,60.0,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,0.3641,0.7373,24.93,0.77,25.69
100.0,400,60,386.393,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,1.6147,0.6641,99.91,2.74,102.64
100.0,400,80,384.7549,100.0,1.4,1.1,60.0001,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,1.6078,0.6712,99.91,3.4,103.3
100.0,400,100,391.6331,100.0,1.4,1.1,60.0,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,1.6366,0.6642,99.9,4.15,104.05
100.0,400,120,397.6425,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,1.6617,0.659,99.9,4.91,104.81
100.0,450,0,329.513,100.0,1.4,1.1,60.0,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,1.5491,0.6787,99.91,0.72,100.63
100.0,450,20,331.7819,100.0,1.4,1.1,60.0,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,1.5598,0.6783,99.91,1.36,101.27
100.0,450,40,332.9745,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,1.5654,0.6802,99.91,2.01,101.92
100.0,450,60,336.4903,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,1.5819,0.6775,99.91,2.68,102.59
100.0,450,80,339.2893,100.0,1.4,1.1,60.0,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,1.5951,0.6764,99.91,3.37,103.28
100.0,450,100,341.4179,100.0,1.4,1.1,60.0001,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,1.6051,0.6767,99.91,4.07,103.97
25.0,450,100,77.5481,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,0.3646,0.7407,24.93,0.92,25.85
100.0,450,120,345.824,100.0,1.4,1.1,60.0,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,1.6258,0.6729,99.91,4.81,104.71
100.0,500,0,292.8808,100.0,1.4,1.1,60.0,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,1.5299,0.6871,99.91,0.71,100.62
100.0,500,20,293.4267,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,1.5327,0.6901,99.91,1.34,101.25
100.0,500,40,294.8613,100.0,1.4,1.1,60.0001,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,1.5402,0.6911,99.91,1.98,101.89
100.0,500,60,299.1402,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,1.5626,0.6857,99.91,2.65,102.56
100.0,500,80,300.2788,100.0,1.4,1.1,60.0001,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,1.5685,0.6875,99.91,3.31,103.23
100.0,500,100,301.8187,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,1.5766,0.6885,99.91,3.99,103.9
100.0,500,120,304.4156,100.0,1.4,1.1,60.0,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,1.5901,0.6873,99.91,4.7,104.61
105.0,400,0,395.8416,100.0,1.4,1.1,60.0,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,1.6542,0.6674,104.91,0.77,105.67
105.0,400,20,403.8905,100.0,1.4,1.1,60.0,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,1.6878,0.6585,104.91,1.47,106.38
25.0,450,120,77.7613,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,0.3656,0.7432,24.92,1.08,26.01
105.0,400,40,404.3691,100.0,1.4,1.1,60.0001,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,1.6898,0.662,104.9,2.17,107.07
105.0,400,60,412.0576,100.0,1.4,1.1,60.0001,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,1.7219,0.6542,104.9,2.92,107.82
105.0,400,80,412.7816,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,1.725,0.6574,104.9,3.64,108.55
105.0,400,100,415.1527,100.0,1.4,1.1,60.0,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,1.7349,0.6582,104.9,4.39,109.29
105.0,400,120,414.7277,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,1.7331,0.6632,104.9,5.12,110.02
105.0,450,0,347.7849,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,1.635,0.6752,104.91,0.76,105.67
105.0,450,20,350.7346,100.0,1.4,1.1,60.0,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,1.6489,0.6738,104.91,1.44,106.35
105.0,450,40,353.1952,100.0,1.4,1.1,60.0,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,1.6605,0.6735,104.91,2.13,107.04
105.0,450,60,359.0722,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,1.6881,0.667,104.91,2.86,107.77
105.0,450,80,359.0453,100.0,1.4,1.1,60.0001,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,1.688,0.6714,104.91,3.57,108.47
25.0,500,0,67.5141,100.0,1.4,1.1,60.0001,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,0.3527,0.7433,24.93,0.16,25.09
105.0,450,100,362.6358,100.0,1.4,1.1,60.0001,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,1.7048,0.6693,104.91,4.32,109.22
105.0,450,120,362.8919,100.0,1.4,1.1,60.0,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,1.706,0.6733,104.9,5.04,109.95
105.0,500,0,308.7872,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,1.613,0.6844,104.91,0.75,105.66
105.0,500,20,312.0493,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,1.63,0.6815,104.91,1.42,106.33
105.0,500,40,312.6308,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,1.6331,0.6846,104.91,2.09,107.01
105.0,500,60,314.7427,100.0,1.4,1.1,60.0,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,1.6441,0.6844,104.91,2.79,107.7
105.0,500,80,318.7254,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,1.6649,0.6804,104.91,3.52,108.43
105.0,500,100,319.7764,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,1.6704,0.6826,104.91,4.23,109.14
105.0,500,120,322.3385,100.0,1.4,1.1,60.0,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,1.6838,0.6818,104.91,4.98,109.89
110.0,400,0,422.9044,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,1.7673,0.6545,109.9,0.82,110.72
25.0,500,20,67.525,100.0,1.4,1.1,60.0,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,0.3527,0.7474,24.93,0.31,25.24
110.0,400,20,426.413,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,1.7819,0.6534,109.9,1.55,111.45
110.0,400,40,431.8464,100.0,1.4,1.1,60.0001,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,1.8046,0.6496,109.9,2.31,112.22
110.0,400,60,430.3965,100.0,1.4,1.1,60.0,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,1.7986,0.6561,109.9,3.05,112.95
110.0,400,80,433.4978,100.0,1.4,1.1,60.0,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,1.8115,0.6559,109.9,3.83,113.73
110.0,400,100,437.7957,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,1.8295,0.654,109.9,4.63,114.53
110.0,400,120,444.0854,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,1.8558,0.6496,109.9,5.49,115.38
110.0,450,0,366.2879,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,1.722,0.6717,109.91,0.8,110.71
110.0,450,20,368.0144,100.0,1.4,1.1,60.0,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,1.7301,0.6728,109.91,1.51,111.41
110.0,450,40,370.1614,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,1.7402,0.6732,109.91,2.23,112.14
110.0,450,60,375.5538,100.0,1.4,1.1,60.0001,65.0002,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,1.7656,0.6681,109.91,2.99,112.9
25.0,500,40,68.3429,100.0,1.4,1.1,60.0001,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,0.357,0.7429,24.93,0.46,25.38
110.0,450,80,375.5257,100.0,1.4,1.1,60.0,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,1.7654,0.6725,109.91,3.73,113.64
110.0,450,100,382.1832,100.0,1.4,1.1,60.0,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,1.7967,0.6655,109.9,4.55,114.45
110.0,450,120,380.1008,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,1.7869,0.6734,109.91,5.28,115.19
110.0,500,0,326.1231,100.0,1.4,1.1,60.0,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,1.7035,0.6789,109.91,0.79,110.7
110.0,500,20,326.169,100.0,1.4,1.1,60.0,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,1.7038,0.6831,109.91,1.49,111.4
110.0,500,40,328.2673,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,1.7147,0.683,109.91,2.2,112.11
110.0,500,60,332.7754,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,1.7383,0.6783,109.91,2.95,112.86
110.0,500,80,334.7019,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,1.7484,0.6788,109.91,3.69,113.6
110.0,500,100,333.7852,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,1.7436,0.685,109.91,4.42,114.33
110.0,500,120,341.0182,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,1.7813,0.6755,109.91,5.27,115.17
25.0,500,60,68.8574,100.0,1.4,1.1,60.0001,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,0.3597,0.7417,24.93,0.61,25.54
20.0,400,40,68.3869,100.0,1.4,1.1,60.0,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,0.2858,0.7418,19.93,0.37,20.29
115.0,400,0,446.9352,100.0,1.4,1.1,60.0,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,1.8677,0.6476,114.9,0.87,115.77
115.0,400,20,446.58,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,1.8662,0.6523,114.9,1.63,116.53
115.0,400,40,450.4624,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,1.8824,0.6511,114.9,2.41,117.31
115.0,400,60,458.1966,100.0,1.4,1.1,60.0,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,1.9148,0.6446,114.9,3.25,118.15
115.0,400,80,459.7031,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,1.921,0.6469,114.9,4.06,118.96
115.0,400,100,465.1165,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,1.9437,0.644,114.9,4.92,119.82
115.0,400,120,469.8584,100.0,1.4,1.1,60.0,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,1.9635,0.6422,114.89,5.8,120.7
115.0,450,0,389.7295,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,1.8322,0.66,114.91,0.85,115.76
115.0,450,20,387.2896,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,1.8207,0.6684,114.91,1.59,116.5
115.0,450,40,393.4429,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,1.8497,0.6624,114.9,2.37,117.28
25.0,500,80,69.161,100.0,1.4,1.1,60.0001,65.0003,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,0.3613,0.7429,24.93,0.76,25.69
115.0,450,60,397.913,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,1.8707,0.6594,114.9,3.17,118.08
115.0,450,80,400.1516,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,1.8812,0.6602,114.9,3.97,118.88
115.0,450,100,403.7639,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,1.8982,0.6588,114.9,4.81,119.71
115.0,450,120,404.5523,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,1.9019,0.662,114.9,5.62,120.52
115.0,500,0,340.7282,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,1.7798,0.6793,114.91,0.83,115.74
115.0,500,20,343.8781,100.0,1.4,1.1,60.0,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,1.7963,0.6774,114.91,1.57,116.47
115.0,500,40,345.5376,100.0,1.4,1.1,60.0,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,1.805,0.6785,114.91,2.32,117.22
115.0,500,60,351.9542,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,1.8385,0.6707,114.91,3.12,118.02
115.0,500,80,355.0169,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,1.8545,0.6694,114.91,3.92,118.82
115.0,500,100,358.1332,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,1.8707,0.6681,114.9,4.74,119.64
25.0,500,100,69.4261,100.0,1.4,1.1,60.0,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,0.3627,0.7445,24.93,0.92,25.84
115.0,500,120,359.2143,100.0,1.4,1.1,60.0,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,1.8764,0.6706,114.91,5.55,120.45
120.0,400,0,463.7126,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,1.9378,0.6513,119.9,0.9,120.8
120.0,400,20,473.867,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,1.9802,0.6417,119.9,1.73,121.63
120.0,400,40,478.3923,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,1.9991,0.64,119.9,2.56,122.46
120.0,400,60,477.7183,100.0,1.4,1.1,60.0001,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,1.9963,0.6452,119.9,3.39,123.28
120.0,400,80,481.2259,100.0,1.4,1.1,60.0001,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.011,0.6449,119.9,4.25,124.14
120.0,400,100,493.6309,100.0,1.4,1.1,60.0,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.0628,0.6337,119.89,5.22,125.12
120.0,400,120,488.9556,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.0433,0.6439,119.9,6.04,125.94
120.0,450,0,406.2386,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,1.9098,0.6608,119.91,0.89,120.79
120.0,450,20,408.3142,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,1.9196,0.6617,119.91,1.67,121.58
25.0,500,120,69.8302,100.0,1.4,1.1,60.0001,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,0.3648,0.7448,24.93,1.08,26.0
120.0,450,40,408.2444,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,1.9193,0.6661,119.9,2.46,122.37
120.0,450,60,413.3678,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,1.9433,0.6623,119.9,3.3,123.2
120.0,450,80,421.3852,100.0,1.4,1.1,60.0,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,1.981,0.6544,119.9,4.19,124.09
120.0,450,100,422.4114,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,1.9859,0.6572,119.9,5.03,124.93
120.0,450,120,424.6427,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,1.9964,0.6583,119.9,5.9,125.8
120.0,500,0,359.0362,100.0,1.4,1.1,60.0,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,1.8755,0.6728,119.91,0.87,120.78
120.0,500,20,357.4504,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,1.8672,0.68,119.91,1.63,121.54
120.0,500,40,365.0821,100.0,1.4,1.1,60.0,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,1.907,0.6703,119.91,2.45,122.35
120.0,500,60,367.1891,100.0,1.4,1.1,60.0,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,1.9181,0.6708,119.91,3.25,123.16
120.0,500,80,370.5982,100.0,1.4,1.1,60.0,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,1.9359,0.6692,119.91,4.09,124.0
30.0,400,0,101.8352,100.0,1.4,1.1,60.0001,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,0.4256,0.7395,29.93,0.2,30.12
120.0,500,100,375.0917,100.0,1.4,1.1,60.0001,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,1.9593,0.6658,119.9,4.96,124.87
120.0,500,120,376.3085,100.0,1.4,1.1,60.0,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,1.9657,0.6681,119.9,5.81,125.71
